Timestamp,Ambiente,Cliente,Versión,Muestra,Sección,Descripción,Usuario,Usuarios concurrentes,Motivo,Mensaje de error,Captura,Comentarios
2026-08-20T13:02:01-03:00,Testing,CFI,V1.12.4,3,Mis operaciones,Primer ingreso: Filtro de 3 meses de operaciones,4,7,"AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 1…","AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 11 more... ] not to exist in the DOM, but it was continuously found.",,
2026-08-20T13:02:01-03:00,Testing,CFI,V1.12.4,3,Mis operaciones,Primer ingreso: Filtro de 3 meses de operaciones,5,7,"AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 1…","AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 11 more... ] not to exist in the DOM, but it was continuously found.",,
2026-08-20T13:02:01-03:00,Testing,CFI,V1.12.4,3,Mis operaciones,Primer ingreso: Depositario CFI filtro de 3 meses de operaciones,7,7,"AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 1…","AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 11 more... ] not to exist in the DOM, but it was continuously found.",,
2026-08-20T14:29:13-03:00,Testing,CFI,V1.12.4,5,Rendimiento,Cambio de método de rentabilidad a TWR,1,7,"AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 1…","AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 11 more... ] not to exist in the DOM, but it was continuously found.",7u_4f3390b5.png,
2026-08-20T14:29:13-03:00,Testing,CFI,V1.12.4,5,Rendimiento,Cambio de método de rentabilidad a TWR,2,7,"AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 2…","AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 23 more... ] not to exist in the DOM, but it was continuously found.",7u_f8fce7a0.png,
2026-08-20T14:29:13-03:00,Testing,CFI,V1.12.4,5,Rendimiento,Cambio de método de rentabilidad a TWR,3,7,"AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 1…","AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 11 more... ] not to exist in the DOM, but it was continuously found.",,
2026-08-20T14:29:13-03:00,Testing,CFI,V1.12.4,5,Rendimiento,Cambio de método de rentabilidad a TWR,4,7,"AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 1…","AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 11 more... ] not to exist in the DOM, but it was continuously found.",,
2026-08-20T14:29:13-03:00,Testing,CFI,V1.12.4,5,Rendimiento,Cambio de método de rentabilidad a TWR,5,7,"AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 1…","AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 11 more... ] not to exist in the DOM, but it was continuously found.",,
2026-08-20T14:29:13-03:00,Testing,CFI,V1.12.4,5,Rendimiento,Cambio de método de rentabilidad a TWR,6,7,"AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 1…","AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 11 more... ] not to exist in the DOM, but it was continuously found.",,
2026-08-20T14:29:13-03:00,Testing,CFI,V1.12.4,5,Rendimiento,Cambio de método de rentabilidad a TWR,7,7,"AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 1…","AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 11 more... ] not to exist in the DOM, but it was continuously found.",,
2026-08-20T15:08:43-03:00,Testing,CFI,V1.12.4,6,Home,Segundo ingreso al menú Home,4,7,Timeout esperando que desaparezca el modal de error de la aplicación,"AssertionError: Timed out retrying after 360000ms: expected '<div#navigation-sidebar.sidenav.navigation-sidebar>' to be 'visible'

This element `<div#navigation-sidebar.sidenav.navigation-sidebar>` is not visible because it has CSS property: `position: fixed` and it's being covered by another element:

`<div class=""modal unexpected-error show"" tabindex=""-1"" role=""dialog"" id=""id1"" aria-modal=""true"" style=""display: block;"">...</div>`",7u_701ad5ec.png,
2026-08-20T15:51:25-03:00,Testing,CFI,V1.12.4,7,Rendimiento,Primer ingreso al portfolio Fondo de Garantia CFI,1,7,"AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 1…","AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 11 more... ] not to exist in the DOM, but it was continuously found.",7u_4f3390b5.png,
2026-08-20T15:51:25-03:00,Testing,CFI,V1.12.4,7,Rendimiento,Cambio de método de rentabilidad a TWR,2,7,"AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 1…","AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 11 more... ] not to exist in the DOM, but it was continuously found.",,
2026-08-20T15:51:25-03:00,Testing,CFI,V1.12.4,7,Rendimiento,Cambio de método de rentabilidad a TWR,3,7,"AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 1…","AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 11 more... ] not to exist in the DOM, but it was continuously found.",,
2026-08-20T15:51:25-03:00,Testing,CFI,V1.12.4,7,Rendimiento,Cambio de método de rentabilidad a TWR,4,7,AssertionError: Timed out retrying after 360000ms: Expected to find content: 'MWR' within…,AssertionError: Timed out retrying after 360000ms: Expected to find content: 'MWR' within the selector: 'div.filter-option-inner-inner' but never did.,7u_5a667aac.png,
2026-08-20T15:51:25-03:00,Testing,CFI,V1.12.4,7,Rendimiento,Cambio de método de rentabilidad a TWR,5,7,AssertionError: Timed out retrying after 360000ms: Expected to find content: 'MWR' within…,AssertionError: Timed out retrying after 360000ms: Expected to find content: 'MWR' within the selector: 'div.filter-option-inner-inner' but never did.,,
2026-08-20T15:51:25-03:00,Testing,CFI,V1.12.4,7,Rendimiento,Cambio de método de rentabilidad a TWR,6,7,"AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 1…","AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 11 more... ] not to exist in the DOM, but it was continuously found.",,
2026-08-20T15:51:25-03:00,Testing,CFI,V1.12.4,7,Rendimiento,Primer ingreso al portfolio Fondo de Garantia CFI,7,7,"AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 1…","AssertionError: Timed out retrying after 360000ms: Expected [ <div.sk-circle-fade-dot>, 11 more... ] not to exist in the DOM, but it was continuously found.",,
